target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[CO)c1ccc([C@@H](C)Cc2ccccc2)cc1,CC[CO)c1ccc([C@H](C)Cc2ccccc2)cc1,CC[C]Oc1ccc([C@@H](C)Cc2ccccc2)cc1,1,-0.6909263134002686,-0.03636454418301582,19
Cc1ccc(S(=O)(=O)C[C@@H](C)c2ccc(Br)cc2)cc1,Cc1ccc(S(=O)(=O)C[C@@H](C)c2ccc(Br)cc2)cc1,Cc1ccc(S(=O)(=O)C[C@H](C)c2ccc(Br)cc2)cc1,Cc1ccc([C@@H](C)CS(=O)(=O)c2ccc(Br)cc2)cc1,Cc1ccc([C@@H](C)CS(=O)(=O)c2ccc(C)cc2)cc1,Cc1ccc([C@H](C)CS(=O)(=O)c2ccc(Br)cc2)cc1,1,-0.033136870712041855,-0.0009204686502926052,36
CC(=O)N[C@H](C)c1ccc(Br)cc1,CC(=O)N[C@H](C)c1ccc(Br)cc1,CC(=O)N[C@@H](C)c1ccc(Br)cc1,CC[C@@H](NC(C)=O)c1ccc(Br)cc1,CC[C@H](NC(C)=O)c1ccc(Br)cc1,CC(=O)N[C@H](C)/c1ccc(Br)cc1,1,-0.04650560021400452,-0.0019377333810552955,24
COC(=O)[C@@H](C/C=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](C/C=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@H](C/C=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](C//C=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](//C=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[CC@@H](C/C=C/c1ccc(Cl)cc1)NC(C)=O,1,-0.0026216688565909863,-7.71079066907987e-05,34
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,CC[C@H](C)c1ccc(OC)cc1,C[CH](Cc1ccccc1)c1ccccc1,1,-0.012653599493205547,-0.000575163634493947,22
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[C@@H](c1ccccc1)c1ccccc1C(=O)O,C[CC@H](c1ccccc1)c1ccccc1C(=O)O,C[C=C(c1ccccc1)c1ccccc1C(=O)O,C[CH](c1ccccc1)c1ccccc1C(=O)O,1,-0.11856717616319656,-0.004391376860439777,27
COc1ccc(C2=C[C@H](NC(C)=O)CCC2)cc1,COc1ccc([C@@H]2CCCNC(C)=O)cc1,COc1ccc([C@@H]2CCC[C@@H](NC(C)=O)cc1,COc1ccc([C@@H]2CCC[C@@H]2NC(C)=O)cc1,COc1ccc([C@H]2CCCNC(C)=O)cc1,COc1ccc([C@H]2CCC[C@H]2NC(C)=O)cc1,0,-5.087644577026367,-0.1695881485939026,30
COc1cc(C[C@@H](C)NC(C)=O)cc(OC)c1,COc1cc(C[C@@H](C)NC(C)=O)cc(OC)c1,COc1cc(C[C@H](C)NC(C)=O)cc(OC)c1,COc1cc(C[C[C@@H](C)NC(C)=O)cc(OC)c1,COc1cc(C[C[C@H](C)NC(C)=O)cc(OC)c1,COc1cc(C=C([C@@H](C)NC(C)=O)cc(OC)c1,1,-0.45380547642707825,-0.016207339242100716,28
COC(=O)C[C@@H](NC(C)=O)c1ccccc1,COC(=O)C[C@@H](NC(C)=O)c1ccccc1,COC(=O)C[C@H](NC(C)=O)c1ccccc1,COP(=O)C[C@@H](NC(C)=O)c1ccccc1,CO=O)C[C@@H](NC(C)=O)c1ccccc1,C=O)C[C@@H](NC(C)=O)c1ccccc1,1,-0.23034806549549103,-0.008531410247087479,27
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,1,-0.5396066904067993,-0.028400352224707603,19
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,1,-0.5396066904067993,-0.028400352224707603,19
COc1ccc2c(c1)CCC[C@@H]2C,COc1ccc2c(c1)CCC[C@@H]2C,COc1ccc2c(c1)CCC[C@H]2C,COc1ccc2c(c1)CCC[CC@@H]2C,COc1ccc2c(c1)CCC[C]@@H]2C,COc1ccc2c(c1)CCC[CC@H]2C,1,-0.12952983379364014,-0.005887719802558422,22
C[C@H](CCOC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,C[C@H](CCOC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,C[C@@H](CCOC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,C[CH](CCOC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,C[COBC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,C[CCOC(=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,1,-0.05844150111079216,-0.001498500001616776,39
CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[C@H](Cc1ccccc1)C(=O)O,CC(=O)N[C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[CC@@H](Cc1ccccc1)C(=O)O,CC(=O)N[C[C@@H](Cc1ccccc1)C(=O)O,1,-0.014799335971474648,-0.0005481235566549003,27
O=C1N[C@H](c2ccccc2)CO1,O=C1N[C@H](c2ccccc2)CO1,O=C1N[C@@H](c2ccccc2)CO1,O=C1N[C[C@H](c2ccccc2)CO1,O=C1N[C[C@@H](c2ccccc2)CO1,O=C1N[CC@H](c2ccccc2)CO1,1,-0.30564576387405396,-0.01455456018447876,21
COC(=O)[C@@H](Cc1ccc(C)o1)NC=O,COC(=O)[C@@H](Cc1ccc(C)o1)NC=O,COC(=O)[C@H](Cc1ccc(C)o1)NC=O,COC(=O)[C@@H](Cc1ccc(C)co1)NC=O,COC(=O)[CC@@H](Cc1ccc(C)o1)NC=O,COC(=O)[C@H](Cc1ccc(C)co1)NC=O,1,-0.0685926005244255,-0.002638177014887333,26
CCOC(=O)C[C@H]1CCCCC1C(=O)OC,CCOC(=O)C[C@H]1CCCCC1C(=O)OC,CCOC(=O)C[C@@H]1CCCCC1C(=O)OC,CCOC(=O)C[CO[C@H]1CCCCC1C(=O)OC,CCOC(=O)C[C[C@H]1CCCCC1C(=O)OC,CCOC(=O)C[CC@H]1CCCCC1C(=O)OC,1,-0.13801023364067078,-0.005308086052536964,26
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
CCCCC[C@@H]1CCc2[nH]ccc2C1,CCCCC[C@@H]1CCc2[nH]ccc2C1,CCCCC[C@H]1CCc2[nH]ccc2C1,CCCCC[C@@H]1CCC2[nH]ccc2C1,CCCCC[C@@H]1CCc2[nH])ccc2C1,CCCCC[C@@H]1Cc2[nH]ccc2C1,1,-0.03522014990448952,-0.0015313108451664448,23
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[COBC@H](Cc1ccccc1)NC(C)=O,1,-0.00965804886072874,-0.00037146342219784856,26
O=C1C[C@H](c2ccccc2)CCCN1,O=C1C[C@H](c2ccccc2)CCCN1,O=C1C[C@@H](c2ccccc2)CCCN1,O=C1C[C@H](c2ccccc2)CC(1,O=C1C[C@H](c2ccccc2)CCcn1,O=C1C[C@H](c2ccccc2)CC(1)C,1,-0.3452029824256897,-0.015691043809056282,22
Cc1ccc([C@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,Cc1ccc([C@@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,Cc1ccc([C@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,Cc1ccc([C@@H](C)OP(=O)(c2ccccc2)ccccc2)cc1,CCOc1ccc([C@@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,Cc1ccc([CC@@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,2,-5.923655033111572,-0.16924728453159332,35
CC[C@H](CC(C)=O)c1ccccc1,CC[C@@H](CC(C)=O)c1ccccc1,CC[C@H](CC(C)=O)c1ccccc1,CC[CC@@H](CC(C)=O)c1ccccc1,CC[CC@H](CC(C)=O)c1ccccc1,CC[C]](CC(C)=O)c1ccccc1,2,-2.014042615890503,-0.09590679407119751,21
C[C@@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[CC@@H](Cc1ccccc1)c1ccccc1,C[C[C@@H](Cc1ccccc1)c1ccccc1,C[C/C(=O)C[C@H](C)c1ccccc1,1,-0.045437876135110855,-0.0020653579849749804,22
CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C[C@@H](C)c1ccccc1,CC(=O)N[CC@@H](C)c1ccccc1,CC[C@@H](NC(C)=O)c1ccccc1,1,-0.1769879013299942,-0.008427995257079601,21
COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@H](C)C(=O)O,COC(=O)C[C[C@@H](C)C(=O)O,COC(=O)C[C[C@H](C)C(=O)O,COC(=O)C[CC@@H](C)C(=O)O,1,-0.4891260266304016,-0.02223300188779831,22
COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[CC@H](C)NC(C)=O,COC(=O)(C[C@H](C)NC(C)=O,COC(=O)C[C#H](C)NC(C)=O,1,-0.07542344182729721,-0.0034283383283764124,22
CC(=O)N[C@@H](CS(C)(=O)=O)c1ccccc1,CC(=O)N[C@@H](CS(C)(=O)=O)c1ccccc1,CC(=O)N[C@H](CS(C)(=O)=O)c1ccccc1,CC(=O)N[CC@@H](CS(C)(=O)=O)c1ccccc1,CC(=O)N[CCS(C)(=O)=O)c1ccccc1,CC(=O)N[CH](CS(C)(=O)=O)c1ccccc1,1,-0.6326638460159302,-0.021815994754433632,29
CC(=O)N[C@H](C[N+](=O)[O-])c1cccc(C)c1,CC(=O)N[C@H](C[N+](=O)[O-])c1cccc(C)c1,CC(=O)N[C@@H](C[N+](=O)[O-])c1cccc(C)c1,CC(=O)N[C@H](C[Ni](=O)[O-])c1cccc(C)c1,CC(=O)N[C@H](C[N+](=O)[O+])c1cccc(C)c1,CC(=O)N[C@H](C[N-](=O)[O-])c1cccc(C)c1,1,-0.033877890557050705,-0.0010266026947647333,33
O=C1C[C@H](c2ccccc2F)C(=O)O1,O=C1C[C@H](c2ccccc2F)C(=O)O1,O=C1C[C@@H](c2ccccc2F)C(=O)O1,O=C1C[C=C(c2ccccc2F)C(=O)O1,O=C1C[CH](c2ccccc2F)C(=O)O1,O=C1C[C\c2ccccc2F)C(=O)O1,1,-0.26350897550582886,-0.009759591892361641,27
COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,CC[C@@H](CC(=O)OC)C(=O)OC,CC[C@H](CC(=O)OC)C(=O)OC,CC[C@@H](C)C(=O)OC,1,-0.16494180262088776,-0.007497354876250029,22
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,1,-0.5396066904067993,-0.028400352224707603,19
COC(=O)C[C@@H](C#N)c1ccccc1,COC(=O)C[C@@H](C#N)c1ccccc1,COC(=O)C[C@H](C#N)c1ccccc1,COC(=O)C[CH](C#N)c1ccccc1,COC(=O)C[C=C1N)c1ccccc1,COC(=O)C[C#N)c1ccccc1,1,-0.6571263670921326,-0.027380265295505524,24
CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C[C@@H](C)c1ccccc1,CC(=O)N[CC@@H](C)c1ccccc1,CC[C@@H](NC(C)=O)c1ccccc1,1,-0.1769879013299942,-0.008427995257079601,21
CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[C@H](Cc1ccccc1)C(=O)O,CC(=O)N[C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[CC@@H](Cc1ccccc1)C(=O)O,CC(=O)N[C[C@@H](Cc1ccccc1)C(=O)O,1,-0.014799335971474648,-0.0005481235566549003,27
CCOC(=O)[C@H]1CCC[C@H]1NC(C)=O,CCOC(=O)[C@H]1CCC[C@H]1NC(C)=O,CCOC(=O)[C@@H]1CCC[C@@H]1NC(C)=O,CCOC(=O)[C@H]1CCC[C@@H]1NC(C)=O,CCOC(=O)[C[C@H]1CCC[C@H]1NC(C)=O,CCOC(=O)[C@@H]1CCC[C@H]1NC(C)=O,1,-0.02726104110479355,-0.0009736086358316243,28
CC[C@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[CO[C@H](C)c1ccccc1,CC[C[C@H](C)c1ccccc1,CC[CC@H](C)c1ccccc1,1,-0.0654495507478714,-0.004090596921741962,16
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C[C@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,COC(=O)C[CC@H](C)C(=O)OC,2,-0.7451332211494446,-0.03386969119310379,22
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[C=C(C)c1ccccc1,1,-0.21234209835529327,-0.009232264943420887,23
CC(=O)N[C@H](C)c1ccc(Cl)cc1,CC(=O)N[C@@H](C)c1ccc(Cl)cc1,CC(=O)N[C@H](C)c1ccc(Cl)cc1,CC[C@@H](NC(C)=O)c1ccc(Cl)cc1,CC(=O)N[C[C@@H](C)c1ccc(Cl)cc1,CC(=O)N[CO[C@@H](C)c1ccc(Cl)cc1,2,-1.3891572952270508,-0.05788155272603035,24
COC(=O)[C@@H](Cc1cccc(Br)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(Br)c1)NC(C)=O,COC(=O)[C@H](Cc1cccc(Br)c1)NC(C)=O,COC(=O)[CC@@H](Cc1cccc(Br)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(B)c1)NC(C)=O,COC(/=O)[C@@H](Cc1cccc(Br)c1)NC(C)=O,1,-0.004003371112048626,-0.0001380472822347656,29
OC[C@@H]1COc2ccccc2C1,OC[C@@H]1COc2ccccc2C1,OC[C@H]1COc2ccccc2C1,OC[C]O[C@@H]1COc2ccccc2C1,OC[C/C[C@@H]1COc2ccccc2C1,OC[CCOC[C@@H]1COc2ccccc2C1,1,-0.07268615067005157,-0.004038119688630104,18
COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@H](NC(C)=O)[C@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1nn(C(=O)OC(C)(C)C)c2ncccc12,1,-0.04680125042796135,-0.0008830424631014466,53
COC(=O)[C@H](Cc1cccc(F)c1)NC(C)=O,COC(=O)[C@H](Cc1cccc(F)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(F)c1)NC(C)=O,COC(=O)[CC@H](Cc1cccc(F)c1)NC(C)=O,COC(=O)[C]@H](Cc1cccc(F)c1)NC(C)=O,COC(=O)[C/C=C/c1cccc(F)c1)NC(C)=O,1,-0.3079770505428314,-0.010619898326694965,29
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,1,-0.5396066904067993,-0.028400352224707603,19
CC(=O)N[C@@H]1CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,CC(=O)N[C@H]1CCCc2ccccc21,CC(=O)N[CC@@H]1CCCc2ccccc21,CC(=O)N[CO[C@@H]1CCCc2ccccc21,CC(=O)N[C[C@@H]1CCCc2ccccc21,1,-0.11301305145025253,-0.005136956926435232,22
O=C1C[C@H](c2ccccc2)C(=O)O1,O=C1C[C@H](c2ccccc2)C(=O)O1,O=C1C[C@@H](c2ccccc2)C(=O)O1,O=C1C[C=C(c2ccccc2)C(=O)O1,O=C1C[CC@H](c2ccccc2)C(=O)O1,O=C1C[CC@@H](c2ccccc2)C(=O)O1,1,-0.5900285840034485,-0.02269340679049492,26
C[C@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,C[C@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,C[C@@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,CO[C@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,CO[C@@H](C)OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,COc1ccccc1[C@H](C)OC(=O)N(c1ccccc1)c1ccccc1,1,-0.5632760524749756,-0.016093602403998375,35
CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C[C@@H](C)c1ccccc1,CC(=O)N[CC@@H](C)c1ccccc1,CC[C@@H](NC(C)=O)c1ccccc1,1,-0.1769879013299942,-0.008427995257079601,21
COP(=O)(C[C@H](OC(=O)c1ccccc1)C(C)C)OC,CCCC[C@H](CP(=O)(OC)OC)OC(=O)c1ccccc1,CCCC[C@@H](CP(=O)(OC)OC)OC(=O)c1ccccc1,CC1[C@H](CP(=O)(OC)OC)OC(=O)c1ccccc1,CC1[C@@H](CP(=O)(OC)OC)OC(=O)c1ccccc1,CC=[C@H](CP(=O)(OC)OC)OC(=O)c1ccccc1,0,-149.8050537109375,-4.539546966552734,33
CCC[C@H](NC(C)=O)c1ccccc1,CCC[C@H](NC(C)=O)c1ccccc1,CCC[C@@H](NC(C)=O)c1ccccc1,CCC[CO@H](NC(C)=O)c1ccccc1,CCC[COBH](NC(C)=O)c1ccccc1,CCC[C#H](NC(C)=O)c1ccccc1,1,-0.5322902202606201,-0.024195009842514992,22
CC[C@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[CO[C@H](C)c1ccccc1,CC[C[C@H](C)c1ccccc1,CC[CC@H](C)c1ccccc1,1,-0.0654495507478714,-0.004090596921741962,16
C[C@@H](C[N+](=O)[O-])c1ccccc1,C[C@@H](C[N+](=O)[O-])c1ccccc1,C[C@H](C[N+](=O)[O-])c1ccccc1,C[CC@@H](C[N+](=O)[O-])c1ccccc1,C[C[C@@H](C[N+](=O)[O-])c1ccccc1,C[CC@H](C[N+](=O)[O-])c1ccccc1,1,-0.09519859403371811,-0.003807943779975176,25
COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,CC(=O)N[C@@H](C)C(=O)OC,CC(=O)N[C@H](C)C(=O)OC,1,-0.6104688048362732,-0.03052343986928463,20
C[C@H]1CCc2ccccc2C1,C[C@@H]1CCc2ccccc2C1,C[C@H]1CCc2ccccc2C1,C[CC@@H]1CCc2ccccc2C1,C[C[C@@H]1CCc2ccccc2C1,C[CC@H]1CCc2ccccc2C1,2,-1.6639076471328735,-0.09243931621313095,18
CC(=O)N[C@H](C)c1ccc(F)cc1,CC(=O)N[C@H](C)c1ccc(F)cc1,CC(=O)N[C@@H](C)c1ccc(F)cc1,CC[C@@H](NC(C)=O)c1ccc(F)cc1,CC=O)N[C@H](C)c1ccc(F)cc1,CC(=O)N[C@H](F)c1ccc(F)cc1,1,-0.005675528664141893,-0.00023648036585655063,24
CCc1cccc(C)c1N[C@@H](C)COC,CCc1cccc(C)c1N[C@@H](C)COC,CCc1cccc(C)c1N[C@H](C)COC,CCc1cccc(C)c1N[C@](C)COC,CCc1cccc(C)c1N[C](C)COC,CCc1cccc(C)c1N[C@@H](C)CO1,1,-0.45176053047180176,-0.020534569397568703,22
CC(=O)N[C@H]1C=C(c2ccccc2)CCC1,CC(=O)N[C@H]1C=C(c2ccccc2)CCC1,CC(=O)N[C@@H]1C=C(c2ccccc2)CCC1,CC(=O)N[C@H]1C=C(-c2ccccc2)CCC1,CC(=O)N[C=C1C=C(c2ccccc2)CCC1,CC(=O)N[C@H]1C=C(/c2ccccc2)CCC1,1,-0.040398791432380676,-0.0014428140129894018,28
CCOC(=O)C[C@H](C)c1ccc(OC)cc1,CCOC(=O)C[C@@H](C)c1ccc(OC)cc1,CCOC(=O)C[C@H](C)c1ccc(OC)cc1,CCOC(=O)C[CC@@H](C)c1ccc(OC)cc1,CCOC(=O)C[C[C@@H](C)c1ccc(OC)cc1,CCOC(=O)C[C]@@H](C)c1ccc(OC)cc1,2,-4.626037120819092,-0.1779244989156723,26
COC(=O)[C@H](C)[C@@H](c1cccc(OCc2ccccc2)c1)C1CC1,COC(=O)[C@H](C)[C@@H](c1cccc(OCc2ccccc2)c1)C1CC1,COC(=O)[C@H](C)[C@H](c1cccc(OCc2ccccc2)c1)C1CC1,COC(=O)[C@@H](C)[C@H](c1cccc(OCc2ccccc2)c1)C1CC1,COC(=O)[C@@H](C)[C@@H](c1cccc(OCc2ccccc2)c1)C1CC1,COC(=O)[C@H](C)[Cc1cccc(OCc2ccccc2)c1)C1CC1,1,-0.015612929128110409,-0.00041086654528044164,38
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,CC[C]@H](C)c1ccc(OC)cc1,CC[CH](C)c1ccc(OC)cc1,1,-0.0840124562382698,-0.004421708174049854,19
CCOC(=O)[C@H](OC(C)=O)[C@@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@H](OC(C)=O)[C@@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@H](OC(C)=O)[C@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@@H](OC(C)=O)[C@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@@H](OC(C)=O)[C@@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@H](OC(C)=O)[C/NC(C)=O)c1ccccc1,1,-0.04868118464946747,-0.0013157076900824904,37
C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,C[CC@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,C[C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,C[CC@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,1,-0.297996461391449,-0.009612789377570152,31
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,CC[C]@H](C)c1ccc(OC)cc1,CC[C#@H](C)c1ccc(OC)cc1,1,-0.12499019503593445,-0.006578431464731693,19
COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,CC(=O)N[C@@H](C)C(=O)OC,CC(=O)N[C@H](C)C(=O)OC,1,-0.6104688048362732,-0.03052343986928463,20
CC[C@H](Oc1ccccc1)C(=O)O,CC[C@H](Oc1ccccc1)C(=O)O,CC[C@@H](Oc1ccccc1)C(=O)O,CC[CC@H](Oc1ccccc1)C(=O)O,CC[C]@H](Oc1ccccc1)C(=O)O,CC[C@](Oc1ccccc1)C(=O)O,1,-0.14928799867630005,-0.006785817909985781,22
CC(=O)N[C@@H]1CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,CC(=O)N[C@H]1CCCc2ccccc21,CC(=O)N[CC@@H]1CCCc2ccccc21,CC(=O)N[CO[C@@H]1CCCc2ccccc21,CC(=O)N[C[C@@H]1CCCc2ccccc21,1,-0.11301305145025253,-0.005136956926435232,22
CC[C@H](C)OC(=O)c1ccccc1,CC[C@H](C)OC(=O)c1ccccc1,CC[C@@H](C)OC(=O)c1ccccc1,COC(=O)O[C@@H](C)OC(=O)c1ccccc1,COC(=O)O[C@H](C)OC(=O)c1ccccc1,CC[CO)O[C@H](C)OC(=O)c1ccccc1,1,-0.37493398785591125,-0.017853999510407448,21
CC(=O)N[C@H](C[N+](=O)[O-])C(C)C,CC(=O)N[C@H](C[N+](=O)[O-])C(C)C,CC(=O)N[C@@H](C[N+](=O)[O-])C(C)C,CC(=O)N[C[C@H](C[N+](=O)[O-])C(C)C,CC(=O)N[C@H](C[N+](=O)[O+])C(C)C,CC(=O)N[C[C@@H](C[N+](=O)[O-])C(C)C,1,-0.45108741521835327,-0.015554738231003284,29
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[C=C(C)c1ccccc1,1,-0.21234209835529327,-0.009232264943420887,23
