Reactant,product,er_nbo,er_bond,er_vbur,er_l,er_b1,er_b5,average_er,DFTScore
O=C1/C(=C/c2ccccc2)Cc2ccccc21,O=C1c2ccccc2C[C@@H]1Cc1ccccc1,not found,not found,not found,not found,not found,not found,not found,not found
CC(C)(C)c1ccc2c(c1)C=C(CO)CO2,CC(C)(C)c1ccc2c(c1)C[C@H](CO)CO2,not found,not found,not found,not found,not found,not found,not found,not found
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COC(=O)/C(=C/c1ccccc1)CNC(C)=O,COC(=O)[C@@H](CNC(C)=O)Cc1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COc1cccc2c1C=C(NC(C)=O)CC2,COc1cccc2c1C[C@H](NC(C)=O)CC2,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CCOC(=O)/C=C(/B1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,not found,not found,not found,not found,not found,not found,not found,not found
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCOC(=O)/C=C(/B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C/C(=C\c1ccc(C)cc1)C(=O)O,Cc1ccc(C[C@@H](C)C(=O)O)cc1,not found,not found,not found,not found,not found,not found,not found,not found
CC(=O)NC1=CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(C[Si](C)(C)C)c1ccccc1,C[C@H](C[Si](C)(C)C)c1ccccc1,-8.53465942918865,3.0815030853895244,3.2184606681439387,3.1986235361815067,3.714679320584434,1.8838374293628881,1.0937407684122735,0.7490854779824944
C/C=C(\NC(C)=O)C(=O)CC,CCC(=O)[C@H](CC)NC(C)=O,not found,not found,not found,not found,not found,not found,not found,not found
C=C(c1ccccc1)C(C)(C)C,C[C@H](c1ccccc1)C(C)(C)C,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(NC(C)=O)c1cccc2ccccc12,CC(=O)N[C@H](C)c1cccc2ccccc12,3.178440941897666,2.0041349736363614,3.658308336060685,badfit,4.836222317832117,badfit,3.4192766423567074,0.9683015766661996
Cc1ccccc1/C=C1\CCCCC1=O,Cc1ccccc1C[C@@H]1CCCCC1=O,-88.91653810204491,-40.73648474859306,-4.115137457714212,2.1212167154797825,9.538538025468268,0.9890001021755452,-20.186567577538096,1.7103503929778976e-09
COC(=O)/C=C(/C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,badfit,badfit,badfit,badfit,10.829071182566954,badfit,10.829071182566954,0.999980185389679
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COC(=O)/C=C(\C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
c1ccc(C2=NCCC2)cc1,c1ccc([C@@H]2CCCN2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccccc1)P(=O)(O)O,C[C@@H](c1ccccc1)P(=O)(O)O,3.119839149975503,badfit,badfit,badfit,badfit,badfit,3.119839149975503,0.9577037130356558
O=C(O)/C(=C/c1ccccc1)c1ccccc1,O=C(O)[C@H](Cc1ccccc1)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CC(C)=C(C(=O)O)c1ccc(F)cc1,CC(C)[C@@H](C(=O)O)c1ccc(F)cc1,not found,not found,not found,not found,not found,not found,not found,not found
C=C(c1ccccc1)c1ccccc1C(=O)O,C[C@@H](c1ccccc1)c1ccccc1C(=O)O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCCCc1cc2ccccc2[nH]1,CCCC[C@@H]1Cc2ccccc2N1,4.184591440069878,4.1845914400698785,4.184591440665179,4.184591440444766,4.184591440083249,4.184591439758435,4.184591440181898,0.9850000000016551
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(c1ccccc1)c1ccccc1C(=O)O,C[C@@H](c1ccccc1)c1ccccc1C(=O)O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COC(=O)/C(=C/c1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C@@H](Cc1ccco1)NC(=O)OCc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)c1ccc(C2=CC(=O)Nc3ccccc3S2)cc1,COC(=O)c1ccc([C@H]2CC(=O)Nc3ccccc3S2)cc1,not found,not found,not found,not found,not found,not found,not found,not found
C/C=C(/c1ccccc1)[Si](C)(C)C,CC[C@@H](c1ccccc1)[Si](C)(C)C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(CC)c1ccccc1,CC[C@@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CC)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COC(=O)/C=C(\C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCOC(=O)/C=C(\Sc1ccccc1)c1ccc(F)cc1,CCOC(=O)C[C@@H](Sc1ccccc1)c1ccc(F)cc1,not found,not found,not found,not found,not found,not found,not found,not found
CCOC(=O)/C(F)=C/c1ccccc1,CCOC(=O)[C@@H](F)Cc1ccccc1,not found,not found,not found,not found,not found,not found,not found,not found
C=C(NC(C)=O)C(=O)O,CC(=O)N[C@@H](C)C(=O)O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,4.196162751686842,badfit,badfit,badfit,badfit,badfit,4.196162751686842,0.9851700101207412
C=C(B1OC(C)(C)C(C)(C)O1)c1ccc(OC)cc1,COc1ccc([C@H](C)B2OC(C)(C)C(C)(C)O2)cc1,not found,not found,not found,not found,not found,not found,not found,not found
C=C(NC(C)=O)c1ccc(F)cc1,CC(=O)N[C@@H](C)c1ccc(F)cc1,34.15458793274871,nan,badfit,0.8472441305510294,0.7540927307613039,badfit,11.918641598020349,0.9999933350510447
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
c1ccc(-c2cc3ccccc3o2)cc1,c1ccc([C@@H]2Cc3ccccc3O2)cc1,0,0,0,0,0,0,0.0,0.5
COC(=O)C(NC=O)=C1CCCCC1,COC(=O)[C@@H](NC=O)C1CCCCC1,1.457062859048179,2.148570530061207,1.745689741985875,1.4039907907164046,1.5600711426857483,1.4670266182225158,1.630401947119988,0.8362246940621989
CC(=O)NC1=Cc2ccccc2CC1,CC(=O)N[C@@H]1CCc2ccccc2C1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C/C=C(/C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COc1ccc2c(c1)C=C(NC(C)=O)CC2,COc1ccc2c(c1)C[C@@H](NC(C)=O)CC2,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CC(=O)OC)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(NC(C)=O)c1ncc(Br)cc1F,CC(=O)N[C@H](C)c1ncc(Br)cc1F,5.293304824724491,5.293304824724491,5.293304824724491,5.293304824724491,5.293304824724491,5.293304824724491,5.293304824724491,0.995
COC(=O)/C(=C/c1ccccc1OC)NC(C)=O,COC(=O)[C@H](Cc1ccccc1OC)NC(C)=O,2.9924685349921276,4.356895332214023,badfit,badfit,badfit,badfit,3.6746819336030754,0.9752696300061053
CCOC(=O)/C=C(/B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCOP(=O)(/C=C(\N)c1ccccc1)OCC,CCOP(=O)(C[C@H](N)c1ccccc1)OCC,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCOC(=O)/C=C(\C)c1ccc(SC)cc1,CCOC(=O)C[C@@H](C)c1ccc(SC)cc1,not found,not found,not found,not found,not found,not found,not found,not found
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCN1CCC(NC(=O)c2ccccc2)=C(F)C1,CCN1CC[C@@H](NC(=O)c2ccccc2)[C@@H](F)C1,badfit,3.458657868503204,badfit,badfit,badfit,badfit,3.458657868503204,0.9694882904922235
CC(=O)/C=C(\C)c1ccccc1,CC(=O)C[C@@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CC1=C(C)c2ccccc2C1,C[C@@H]1Cc2ccccc2[C@@H]1C,badfit,badfit,badfit,1.6966553710052485,badfit,badfit,1.6966553710052485,0.8450974021368186
C=C(/C=C\C)/C=C(\C)c1ccccc1,C=C(/C=C\C)C[C@@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CO)C(=O)OC,COC(=O)[C@@H](C)CO,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
[H]/C=C(\NC(C)=O)C1=CC=CCC=C1,CC(=O)N[C@H](C)C1=CC=CCC=C1,badfit,badfit,badfit,badfit,3.616557040537737,badfit,3.616557040537737,0.9738283180984474
CC1C=Cc2ccccc21,C[C@H]1CCc2ccccc21,not found,not found,not found,not found,not found,not found,not found,not found
CCOC(=O)/C=C(\CC)c1ccccc1,CCOC(=O)C[C@@H](CC)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(NC(C)=O)=C(/c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,0,0,0,0,0,0,0.0,0.5
O=C(/C=C1/CCc2ccccc2N1)c1ccccc1,O=C(C[C@H]1CCc2ccccc2N1)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C/C=C(\C)c1ccccc1,CC[C@@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,4.330979944920365,4.330979944920365,0.987016147698003
C=C(CC(=O)OC)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C/C(=C\c1ccccc1[N+](=O)[O-])C(=O)O,C[C@@H](Cc1ccccc1[N+](=O)[O-])C(=O)O,0,0,0,0,0,0,0.0,0.5
O=C(C1=C(c2cc(OCc3ccccc3)ccc2OCc2ccccc2)CCC1)c1ccc(OCc2ccccc2)cc1,O=C(c1ccc(OCc2ccccc2)cc1)[C@@H]1CCC[C@H]1c1cc(OCc2ccccc2)ccc1OCc1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
O=C(O)C1C=CCO1,O=C(O)[C@@H]1CCCO1,not found,not found,not found,not found,not found,not found,not found,not found
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COC(=O)/C(=C/c1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C@@H](Cc1ccco1)NC(=O)OCc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CC(=O)N/C(=C\c1ccccc1)C(=O)O,CC(=O)N[C@H](Cc1ccccc1)C(=O)O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(C[Si](C)(C)C)c1ccccc1,C[C@@H](C[Si](C)(C)C)c1ccccc1,3.31678003984959,3.316780039849574,3.3167800402013947,3.316780039808807,3.316780039787304,3.316780039903404,3.3167800399000122,0.9650000000017036
O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,4.196162751686842,badfit,badfit,badfit,badfit,badfit,4.196162751686842,0.9851700101207412
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CC(=O)C(C)(C)C)C(=O)O,C[C@H](CC(=O)C(C)(C)C)C(=O)O,not found,not found,not found,not found,not found,not found,not found,not found
CCOC(=O)C(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,badfit,badfit,badfit,0.6647689791903575,badfit,0.43337923982961923,0.5490741095099884,0.6339207506736101
C=C(CC(=O)c1ccc(Cl)cc1)C(=O)O,C[C@H](CC(=O)c1ccc(Cl)cc1)C(=O)O,not found,not found,not found,not found,not found,not found,not found,not found
COC(=O)/C(=C/c1ccc(F)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(F)cc1)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C/C=C(\Oc1ccccc1)C(=O)O,CC[C@H](Oc1ccccc1)C(=O)O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCOC(=O)/C=C(/B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCOC(=O)/C=C(\NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[C@@H](NC(C)=O)c1ccc(Cl)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CC(=O)N/C(=C\C(C)C)c1ccccc1,CC(=O)N[C@H](CC(C)C)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COc1ccc2c(c1)CCC=C2C,COc1ccc2c(c1)CCC[C@H]2C,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C1C(=O)NCCc2cc(OC)c(OC)cc21,COc1cc2c(cc1OC)[C@@H](C)C(=O)NCC2,badfit,0.9533664547124694,badfit,badfit,badfit,1.269181071358128,1.1112737630352987,0.7523665039714892
C/C=C(\C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CC)c1ccc(C(F)(F)F)cc1,CC[C@@H](C)c1ccc(C(F)(F)F)cc1,4.479769429814354,3.7296258827607716,3.5280899389757465,3.8753888818689712,3.91325000371814,3.877851595837529,3.9006626221625855,0.9801725759601608
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COC(=O)/C=C(/C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,badfit,badfit,badfit,badfit,10.829071182566954,badfit,10.829071182566954,0.999980185389679
C/C(=C\c1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CC(C)(C)OC(=O)N1CCCC/C(=C\c2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C@H](Cc2ccccc2)C1=O,not found,not found,not found,not found,not found,not found,not found,not found
C=C(CCCCCC)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
O=C1CCC/C1=C\c1ccccc1,O=C1CCC[C@H]1Cc1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COc1ccc2c(c1)C=C(NC(C)=O)CC2,COc1ccc2c(c1)C[C@@H](NC(C)=O)CC2,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COC(=O)/C(C)=C/[C@@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,COC(=O)[C@H](C)C[C@@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,not found,not found,not found,not found,not found,not found,not found,not found
O=C1C=C(c2ccccc2)C(=O)N1,O=C1C[C@@H](c2ccccc2)C(=O)N1,0.26147970005775667,0.2614797000577562,0.2614797000272734,0.26147970006499155,0.26147970000250215,0.26147969999456167,0.2614797000341403,0.5649999999941956
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CC(=O)NC1=CCCc2ccccc21,CC(=O)N[C@H]1CCCc2ccccc21,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(C(=O)O)c1ccc(OC)cc1,COc1ccc([C@@H](C)C(=O)O)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
O=C(O)/C=C(\c1ccccc1)c1ccc(Cl)c(Cl)c1,O=C(O)C[C@H](c1ccccc1)c1ccc(Cl)c(Cl)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccccc1)c1ccccc1C(=O)O,C[C@H](c1ccccc1)c1ccccc1C(=O)O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(CC(=O)O)C(=O)OC,COC(=O)[C@H](C)CC(=O)O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(NC(C)=O)c1ccc(C)cc1,CC(=O)N[C@H](C)c1ccc(C)cc1,badfit,badfit,badfit,4.178088662575799,3.672696193455854,badfit,3.9253924280158268,0.9806475184150437
C=C(NC(C)=O)C(C)(C)C,CC(=O)N[C@@H](C)C(C)(C)C,badfit,nan,badfit,badfit,badfit,badfit,nofit,nofit
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCOC(=O)/C(C)=C/c1ccccc1,CCOC(=O)[C@H](C)Cc1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(OC(C)=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(=O)O[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,not found,not found,not found,not found,not found,not found,not found,not found
C/C(=C\c1ccccc1)C(=O)O,C[C@H](Cc1ccccc1)C(=O)O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C1c2ccccc2CCN1C,C[C@@H]1c2ccccc2CCN1C,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(C(=O)O)c1ccc(F)cc1,C[C@H](C(=O)O)c1ccc(F)cc1,3.891820298110627,3.891820298110626,3.8918202982405425,3.8918202981207353,3.891820297760312,3.891820298317663,3.8918202981100847,0.9799999999999893
COCCCOc1cc(/C=C(/C(=O)OC(C)(C)C)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](C(=O)OC(C)(C)C)C(C)C)ccc1OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
Cc1cccc(C2=Cc3ccccc3S2(=O)=O)c1,Cc1cccc([C@H]2Cc3ccccc3S2(=O)=O)c1,not found,not found,not found,not found,not found,not found,not found,not found
C=C(CCCCCC)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C/C=C(/C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCOC(=O)C1=CN(C(C)=O)CCC1,CCOC(=O)[C@@H]1CCCN(C(C)=O)C1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CC1=CCCO1,C[C@H]1CCCO1,not found,not found,not found,not found,not found,not found,not found,not found
CC(C)(C)OC(=O)C(=O)N/C(=C\C1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C@@H](CC1CC1)C(=O)OCc1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C/C(=C\c1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COC(=O)/C=C(/NC(C)=O)C(C)(C)C,COC(=O)C[C@@H](NC(C)=O)C(C)(C)C,12.206067645522225,12.206067645522225,12.206067645522225,12.206067645522225,12.206067645522225,12.206067645522225,12.206067645522225,0.9999950000000001
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CC1=CC(=O)OCC1,C[C@H]1CCOC(=O)C1,not found,not found,not found,not found,not found,not found,not found,not found
C=C(NC(C)=O)c1ccccc1OC,COc1ccccc1[C@@H](C)NC(C)=O,badfit,badfit,badfit,badfit,1.4340493130641576,1.3951692708775525,1.414609291970855,0.8044919322035242
C=C(CCCC)OC(=O)c1ccco1,CCCC[C@H](C)OC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CC(=O)NC1=CCc2ccccc21,CC(=O)N[C@@H]1CCc2ccccc21,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COc1cccc2c1C=C(NC(C)=O)CC2,COc1cccc2c1C[C@@H](NC(C)=O)CC2,3.6843756359534723,3.5781381689088327,3.8387231285087537,badfit,2.409216081697223,3.047396598476414,3.3115699227089395,0.9648236013307636
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(c1ccccc1)C(C)C,CC(C)[C@@H](C)c1ccccc1,badfit,nan,3.613816705138225,badfit,badfit,3.4378495924600188,3.525833148799122,0.9714139304192468
CCOC(=O)/C=C(/C)NC(C)=O,CCOC(=O)C[C@@H](C)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CCOC(=O)/C(C)=C(\C(=O)OCc1ccccc1)c1ccsc1,CCOC(=O)[C@@H](C)[C@H](C(=O)OCc1ccccc1)c1ccsc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COc1ccc(-c2cc3ccccc3o2)cc1,COc1ccc([C@@H]2Cc3ccccc3O2)cc1,0,0,0,0,0,0,0.0,0.5
COC(=O)C1=COc2ccc(C(C)(C)C)cc2O1,COC(=O)[C@H]1COc2ccc(C(C)(C)C)cc2O1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CC(C)(C)OC(=O)C(=O)N/C(=C\C1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C@@H](CC1CC1)C(=O)OCc1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
CC(C)/C=C(\C#N)CC(=O)[O-],CC(C)C[C@H](C#N)CC(=O)[O-],3.6635616461296507,3.6635616461296365,3.6635616466772376,3.663561646903009,3.6635616451769835,3.6635616465754914,3.6635616462653346,0.9750000000033074
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,badfit,badfit,badfit,badfit,badfit,badfit,nofit,nofit
