Reactant,product,a_nbo,b_nbo,r2_nbo,a_bond,b_bond,r2_bond,a_vbur,b_vbur,r2_vbur,a_l,b_l,r2_l,a_b1,b_b1,r2_b1,a_b5,b_b5,r2_b5
CO/C(=C\c1ccccc1)C(=O)O,CO[C@@H](Cc1ccccc1)C(=O)O,1.854288449053215,1.0041905636901993,0.00514006371846254,-1.3780166147546637,3.2159212358160167,0.0008545428543388356,-15.556166440371898,16.292008054243816,0.18983547302239556,-0.01632445732848636,4.063115877522983,3.98182972287664e-05,-0.3504525593260346,5.292054258671755,0.01618076872946872,0.3403377337904713,0.5217398559675388,0.0434289740860998
CO/C(=C\c1ccccc1Br)C(=O)O,CO[C@@H](Cc1ccccc1Br)C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CO/C(=C\c1ccccc1C)C(=O)O,CO[C@@H](Cc1ccccc1C)C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CO/C(=C\c1ccccc1Cl)C(=O)O,COC(Cc1ccccc1Cl)C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CO/C(=C\c1ccccc1Cl)C(=O)O,CO[C@@H](Cc1ccccc1Cl)C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CO/C(=C\c1ccccc1OC)C(=O)O,COc1ccccc1C[C@H](OC)C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CO/C(=C\c1ccco1)C(=O)O,COC(Cc1ccco1)C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CO/C(=C\c1cccs1)C(=O)O,COC(Cc1cccs1)C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CO/C(C)=C/C(=O)OC(C)(C)C,CO[C@@H](C)CC(=O)OC(C)(C)C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CO/C=C(\NC(C)=O)C(=O)NCc1ccccc1,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
CO/C=C(\OC(=O)c1ccccc1)P(=O)(OC)OC,COCC(OC(=O)c1ccccc1)P(=O)(OC)OC,0.0,8.749686235123358,0.0,0.0,8.749686235123358,0.0,0.0,8.749686235123358,0.0,0.0,8.749686235123358,0.0,0.0,8.749686235123358,0.0,0.0,8.749686235123358,0.0
COC(=O)/C(=C/C(C)=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](C/C(C)=C/c1ccccc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/C(C)C)CC(=O)O,COC(=O)[C@H](CC(=O)O)CC(C)C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/C(C)C)NC(C)=O,COC(=O)[C@@H](CC(C)C)NC(C)=O,43.64424300128626,-62.18209949033844,1.0,-222.75140897409216,-100.53797640041256,1.0,-14.713813738383251,14.00616121802837,1.0,-1.070694564728882,11.5583689054356,1.0,-3.5609218419313655,15.061427915479717,1.0,3.577745171599022,-27.77815501926681,1.0
COC(=O)/C(=C/C(C)C)NC(C)=O,COC(=O)[C@H](CC(C)C)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/C(F)F)NC(=O)OCc1ccccc1,COC(=O)[C@H](CC(F)F)NC(=O)OCc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/C1=C(Cl)CCCC1)NC(C)=O,COC(=O)[C@@H](CC1=C(Cl)CCCC1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/C1CC1)NC(C)=O,COC(=O)[C@@H](CC1CC1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/C1CCCCC1)NC(C)=O,COC(=O)[C@@H](CC1CCCCC1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/C=C/c1ccc(Br)cc1)NC(C)=O,COC(=O)[C@@H](C/C=C/c1ccc(Br)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/C=C/c1ccc(C)cc1)NC(C)=O,COC(=O)[C@@H](C/C=C/c1ccc(C)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/C=C/c1ccc([N+](=O)[O-])cc1)NC(C)=O,COC(=O)[C@@H](C/C=C/c1ccc([N+](=O)[O-])cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/C=C/c1cccc(Cl)c1)NC(C)=O,COC(=O)[C@@H](C/C=C/c1cccc(Cl)c1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/C=C/c1cccc(OC)c1)NC(C)=O,COC(=O)[C@@H](C/C=C/c1cccc(OC)c1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/C=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](C/C=C/c1ccccc1)NC(C)=O,3.185489271320971,-0.4621903323189267,0.050651603015640645,-139.41420702285683,-59.78821508981615,0.2678759855038144,-20.25576144257637,17.964012991938276,0.15979281346002205,-0.8634310016360439,10.382436031825637,0.4768252075170929,-1.6493389850812088,9.053563740429777,0.3553016135396868,-1.2308478306315587,13.850520363691068,0.31836073480071847
COC(=O)/C(=C/C=C/c1ccccc1C)NC(C)=O,COC(=O)[C@@H](C/C=C/c1ccccc1C)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/C=C/c1ccco1)NC(C)=O,COC(=O)[C@@H](C/C=C/c1ccco1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/CCCC1OCCO1)NC=O,COC(=O)[C@@H](CCCCC1OCCO1)NC=O,0.0,5.293304824724491,1.0,0.0,5.293304824724491,1.0,0.0,5.293304824724491,1.0,0.0,5.293304824724491,1.0,0.0,5.293304824724491,1.0,0.0,5.293304824724491,1.0
COC(=O)/C(=C/CCCCCl)NC(C)=O,COC(=O)[C@@H](CCCCCCl)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/CCN1C(=O)c2ccccc2C1=O)NC(C)=O,COC(=O)[C@@H](CCCN1C(=O)c2ccccc2C1=O)NC(C)=O,0.0,8.382301552258232,0.0,-28.621670111997307,-5.126411198851695,1.1102230246251565e-16,0.0,8.382301552258232,0.0,0.0,8.382301552258232,0.0,0.0,8.382301552258232,0.0,0.0,8.382301552258232,0.0
COC(=O)/C(=C/Sc1ccccc1)NC(C)=O,COC(=O)[C@@H](CSc1ccccc1)NC(C)=O,-3.1554164336355695,8.714568333805207,0.25636463828120815,450.4179874563866,221.8386231727049,0.9495089611918884,1.4645487870214462,2.8146147579015173,0.2304817855554232,-0.5201401413293681,9.060416134007049,0.8792499111197594,-0.1400020009906077,4.456379564750111,0.07827975870523496,0.2921169110936801,0.2892297202427927,0.42005278912407784
COC(=O)/C(=C/[N+](=O)[O-])c1cc(F)cc(F)c1,COC(=O)C(C[N+](=O)[O-])c1cc(F)cc(F)c1,0.0,3.6635616461296454,1.0,0.0,3.6635616461296454,1.0,0.0,3.6635616461296454,1.0,0.0,3.6635616461296454,1.0,0.0,3.6635616461296454,1.0,0.0,3.6635616461296454,1.0
COC(=O)/C(=C/[N+](=O)[O-])c1ccc(C)cc1,COC(=O)C(C[N+](=O)[O-])c1ccc(C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/[N+](=O)[O-])c1ccc(OC)cc1,COC(=O)C(C[N+](=O)[O-])c1ccc(OC)cc1,0.0,3.1165513405291785,0.0,0.0,3.1165513405291785,0.0,0.0,3.1165513405291785,0.0,0.0,3.1165513405291785,0.0,0.0,3.1165513405291785,0.0,0.0,3.1165513405291785,0.0
COC(=O)/C(=C/[N+](=O)[O-])c1cccc(OC)c1,COC(=O)C(C[N+](=O)[O-])c1cccc(OC)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/[N+](=O)[O-])c1ccccc1Cl,COC(=O)C(C[N+](=O)[O-])c1ccccc1Cl,0.0,4.389855645102234,0.0,0.0,4.389855645102234,0.0,0.0,4.389855645102234,0.0,0.0,4.389855645102234,0.0,0.0,4.389855645102234,0.0,0.0,4.389855645102234,0.0
COC(=O)/C(=C/c1c(C)cc(C)cc1C)NC(C)=O,COC(=O)[C@H](Cc1c(C)cc(C)cc1C)NC(C)=O,0.0,3.681322635208912,0.0,0.0,3.681322635208912,0.0,0.0,3.681322635208912,0.0,0.0,3.681322635208912,0.0,0.0,3.681322635208912,0.0,0.0,3.681322635208912,0.0
COC(=O)/C(=C/c1c(C)cc(OC(C)=O)cc1C)NC(C)=O,COC(=O)[C@H](Cc1c(C)cc(OC(C)=O)cc1C)NC(C)=O,-259.3291507530185,399.5675240427043,0.40199124847561785,-442.53041691511527,-203.68271237940812,0.3776373953215596,7.63863143499352,-1.5337760189223024,0.0009273773751772296,0.1962563138971067,1.7015437832293037,0.0052087608780923,-0.7100236798305962,5.86451999369439,0.0002127156955343823,-57.45702329055915,403.30436816339125,0.3134177948298478
COC(=O)/C(=C/c1cc(C)c(C)c(C)c1)NC(C)=O,COC(=O)[C@H](Cc1cc(C)c(C)c(C)c1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1cc(F)cc(F)c1)NC(=O)OC(C)(C)C,COC(=O)[C@@H](Cc1cc(F)cc(F)c1)NC(=O)OC(C)(C)C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1cc(F)cc(F)c1)NC(=O)OC(C)(C)C,COC(=O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)OC(C)(C)C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1cc(F)ccc1F)NC(C)=O,COC(=O)[C@@H](Cc1cc(F)ccc1F)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(-c2ccc(C#N)cc2)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(-c2ccc(C#N)cc2)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(-c2ccc(C(C)=O)cc2)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(-c2ccc(C(C)=O)cc2)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(-c2ccc(C=O)cc2)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(-c2ccc(C=O)cc2)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(-c2ccc3ccccc3c2)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(-c2ccc3ccccc3c2)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(-c2ccccc2)c(F)c1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(-c2ccccc2)c(F)c1)NC(C)=O,0.0,4.305042432287032,0.0,nofit,nofit,nofit,0.0,4.305042432287032,0.0,0.0,4.305042432287032,0.0,0.0,4.305042432287032,0.0,0.0,4.305042432287032,0.0
COC(=O)/C(=C/c1ccc(-c2ccccc2)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(-c2ccccc2)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(Br)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Br)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(Br)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(Br)cc1)NC(C)=O,-0.8595189442576998,5.7522188065889885,0.9999820526595219,16.92513136582578,12.606011730056935,0.9918034724368873,-5.4162384882978,8.920443391544552,0.5992362391940775,0.021865450612681192,4.323318088335072,0.007843218001139296,-0.9483454753476968,7.8542110720401865,0.44419848669195916,-0.47978081236119746,9.225777304249938,0.5229494986176674
COC(=O)/C(=C/c1ccc(C#N)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(C#N)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(C#N)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(C#N)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(C(=O)c2ccccc2)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(C(=O)c2ccccc2)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(C(C)=O)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(C(C)=O)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(C(F)(F)F)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(C(F)(F)F)cc1)NC(C)=O,-0.0,4.184591440069878,1.0,-0.0,4.184591440069878,1.0,0.0,4.184591440069878,1.0,0.0,4.184591440069878,1.0,0.0,4.184591440069878,1.0,-0.0,4.184591440069878,1.0
COC(=O)/C(=C/c1ccc(C(F)(F)F)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(C(F)(F)F)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(C)cc1)CC(=O)O,COC(=O)[C@H](CC(=O)O)Cc1ccc(C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(C)cc1)NC(=O)c1ccccc1,COC(=O)[C@@H](Cc1ccc(C)cc1)NC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(C)cc1)NC(C)=O,COC(=O)C(Cc1ccc(C)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(C)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(C)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(C)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(C)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(C)o1)NC=O,COC(=O)[C@@H](Cc1ccc(C)o1)NC=O,-1.6597391153370915,5.98754308365575,0.8189535653140106,53.60310353794432,30.404572381714363,1.0,-19.599685871504306,18.251441704665414,0.7329498017919097,0.7295486289344674,-3.7475045020446975,0.8167689621881338,2.075702268505366,-2.849034963051615,0.9154643025719837,-0.6056164013515664,8.480598067725273,0.7569280775591549
COC(=O)/C(=C/c1ccc(Cl)c(Cl)c1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)c(Cl)c1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(Cl)cc1)CC(=O)O,COC(=O)[C@H](CC(=O)O)Cc1ccc(Cl)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(Cl)cc1)NC(=O)c1ccccc1,COC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(Cl)cc1)NC(=O)c1ccccc1,COC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(C)=O,-1.1598147552944273,5.788810577002019,0.09348642828947107,22.623396774374164,14.996956190504449,0.12260903125098,2.156570262425533,2.2954688128456326,0.030015010295643796,-0.522329859804021,9.012469748117132,0.4060893386300881,0.1596601552994423,3.272027710774151,0.014730569800985194,0.5992879604605944,-2.5792537795669674,0.4328345262067056
COC(=O)/C(=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(Cl)cc1)NC(C)=O,-18.10700031070902,36.140632272278346,0.4247377491129656,76.87416509315027,42.27300294939426,0.40910500840569763,6.179691402432682,-0.798112255292017,0.057103899191195184,-0.19180373740131948,5.763482347464855,0.017347807443334085,0.24924092916244345,2.838638744220863,0.005891459203016813,-0.5805944330143321,8.995007276747728,0.06083679015315924
COC(=O)/C(=C/c1ccc(F)c([N+](=O)[O-])c1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(F)c([N+](=O)[O-])c1)NC(C)=O,0.18662593895814567,3.2069803533388472,1.0,nofit,nofit,nofit,-2.682469929138095,5.89213689235642,1.0,-0.08108690220648614,4.29436314875507,1.0,-0.10828915218560263,3.911200615411593,1.0,0.06697098432738881,2.942016151153944,1.0
COC(=O)/C(=C/c1ccc(F)c([N+](=O)[O-])c1)NC(C)=O,COC(=O)[C@H](Cc1ccc(F)c([N+](=O)[O-])c1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(F)cc1)NC(=O)OCC1c2ccccc2-c2ccccc21,COC(=O)[C@@H](Cc1ccc(F)cc1)NC(=O)OCC1c2ccccc2-c2ccccc21,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(F)cc1)NC(=O)c1ccccc1,COC(=O)[C@@H](Cc1ccc(F)cc1)NC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(F)cc1)NC(=O)c1ccccc1,COC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(F)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(F)cc1)NC(C)=O,-2.0182441928990347,6.968067400877021,0.0458972284551562,20.369856632314086,13.576175936072744,0.03231949047904681,-4.165171982631044,6.51684293302541,0.040864144551821524,-0.4170841132849295,7.611182359724132,0.10055671700125024,0.5008571850879965,1.803122504884001,0.06004188377892328,0.4720683523863861,-1.2702587799851717,0.12126760010622128
COC(=O)/C(=C/c1ccc(F)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(F)cc1)NC(C)=O,-18.4195256479405,36.32225330761942,0.5216752152101158,71.79391768483868,39.48836190907352,0.4484623025809774,2.797917691996279,1.560803199185015,0.013951343185545362,-0.14160992009055057,5.065402324854351,0.013980179031414242,0.8545707996943201,0.6178596778815395,0.057641323951777346,-0.41058696444163095,7.33425819385488,0.09201155558682017
COC(=O)/C(=C/c1ccc(OC(C)=O)c(OC(C)=O)c1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(OC(C)=O)c(OC(C)=O)c1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(OC(C)=O)c(OC)c1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(OC(C)=O)c(OC)c1)NC(C)=O,-8.773365158355082,25.60030722944538,0.9867620444990682,0.0,12.206067645522225,1.0,-43.682125937962546,40.437444257654164,0.9829297553319871,3.2348484340271804,-18.89500896370978,0.20403293222714824,6.742785701008479,-11.276906919294603,0.9843857868844001,-2.1150471924848375,26.923740736616953,0.9867644974085542
COC(=O)/C(=C/c1ccc(OC(C)=O)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(OC(C)=O)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(OC)c(OC)c1)NC(=O)c1ccccc1,COC(=O)[C@H](Cc1ccc(OC)c(OC)c1)NC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(OC)c(OC)c1)NC(C)=O,COC(=O)[C@H](Cc1ccc(OC)c(OC)c1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(OC)cc1)CC(=O)O,COC(=O)[C@H](CC(=O)O)Cc1ccc(OC)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(OC)cc1)NC(=O)c1ccccc1,COC(=O)[C@@H](Cc1ccc(OC)cc1)NC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(OC)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(OC)cc1)NC(C)=O,-0.5190521766203153,6.025936778426207,0.011764367513676266,-14.692590182689665,-1.6654805112992923,0.013335361730610118,-2.0880084000462746,6.730112289680075,0.0159093288634784,0.2131088117646415,3.2473796345917187,0.028768409493168612,-0.2345123192846104,6.059879836460305,0.017283931786248652,0.003239052617961719,5.156469793347766,7.279729988596273e-06
COC(=O)/C(=C/c1ccc(OC)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1OC)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(OC)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(OC)cc1)NC(C)=O,-12.21746778306875,26.405127600460094,0.3446570210236689,74.277048163156,41.38352869237797,0.3709316430371218,-12.23122435747851,15.441422246819094,0.15898709590200155,0.4151870078003191,1.7785488833770966,0.10822457507810801,-0.9576747052092763,9.418141036286585,0.009570310322103204,-0.7426339379103858,12.098086815545317,0.1988191254307623
COC(=O)/C(=C/c1ccc(OC)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1OC)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
